owner,investor_label_lvl1,investor_label_lvl2,sos_name,sos_id,registry_url
FKH SFR PROPCO,INVESTOR,FIRSTKEY,FKH SFR PROPCO A LP,1777436,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14750665
FKH SFR PROPCO B HLD,INVESTOR,FIRSTKEY,FKH SFR PROPCO B HLD LP,1626011,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13064372
FKH SFR PROPCO D LP,INVESTOR,FIRSTKEY,FKH SFR PROPCO D LP,2121985,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17224121
FKH SFR PROPCO D LP LIMITED PARTNERSHIP,INVESTOR,FIRSTKEY,FKH SFR PROPCO D LP,2121985,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17224121
FKH SFR PROPCO D LP LIMITED PARTNER,INVESTOR,FIRSTKEY,FKH SFR PROPCO D LP,2121985,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17224121
FKH SFR PROPCO D L P,INVESTOR,FIRSTKEY,FKH SFR PROPCO D LP,2121985,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17224121
"FKH SFR PROPCO D, L.P.",INVESTOR,FIRSTKEY,FKH SFR PROPCO D LP,2121985,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17224121
FKH  SFR PROPCO D.T.P,INVESTOR,FIRSTKEY,FKH SFR PROPCO D LP,2121985,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17224121
FKH SFR PROPCO G,INVESTOR,FIRSTKEY,FKH SFR PROPCO G LP,2238633,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17851181
FKH SFR PROPCO H,INVESTOR,FIRSTKEY,FKH SFR PROPCO H LP,2238071,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17943778
FKH SFR PROPCO H LP,INVESTOR,FIRSTKEY,FKH SFR PROPCO H LP,2238071,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17943778
FKH SFR PROPCO H L P LIMITED PARTNE,INVESTOR,FIRSTKEY,FKH SFR PROPCO H LP,2238071,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17943778
FKH SFR PROPCO H LP LIMITED PARTNER,INVESTOR,FIRSTKEY,FKH SFR PROPCO H LP,2238071,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17943778
FKH SFR PROPCO H LIMITED PARTNERSH,INVESTOR,FIRSTKEY,FKH SFR PROPCO H LP,2238071,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17943778
FKH SFR PROPCO H L P,INVESTOR,FIRSTKEY,FKH SFR PROPCO H LP,2238071,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17943778
FKH SFR PROPCO LP,INVESTOR,FIRSTKEY,FKH SFR PROPCO A LP,1777436,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14750665
FKR SFR PROPCO G,INVESTOR,FIRSTKEY,FKH SFR PROPCO G LP,2238633,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17851181
FKR SFR PROPCO G LP,INVESTOR,FIRSTKEY,FKH SFR PROPCO G LP,2238633,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17851181
FREO NORTH CAROLINA LLC,INVESTOR,PROGRESS RESIDENTIAL,FREO NORTH CAROLINA LLC,1331297,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10312866
GRAND AM 4 LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),GRAND AM 4 LLC,1627723,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13077072
HOME PARTNERS GA 2015,INVESTOR,HOME PARTNERS OF AMERICA,HOME PARTNERS GA 2015 LLC,1472681,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11810018
HOME PARTNERS GA 2015 LLC,INVESTOR,HOME PARTNERS OF AMERICA,HOME PARTNERS GA 2015 LLC,1472681,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11810018
HP NORTH CAROLINA 1 LLC,INVESTOR,HOME PARTNERS OF AMERICA,HP NORTH CAROLINA I LLC,1415940,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10680019
HP NORTH CAROLINA LLC,INVESTOR,HOME PARTNERS OF AMERICA,HP NORTH CAROLINA I LLC,1415940,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10680019
"HPA,BORROWER 2016-1",INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2016 1 LLC,1490001,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11951552
HPA BORROWER 2016 1 LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2016 1 LLC,1490001,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11951552
HPA BORROWER 2016-1 LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2016 1 LLC,1490001,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11951552
SRP SUB LLC,INVESTOR,INVITATION HOMES,SRP SUB LLC,1489384,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11946280
HPA BORROWER 2016-2 LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2016 2 LLC,1534558,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12329591
HPA BORROWER 2018 I ML LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2018 1 ML LLC,1748838,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14579102
HPA BORROWER 2018 ML LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2018 1 ML LLC,1748838,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14579102
HPA BORROWERE 2016 ML LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2016 ML LLC,1517455,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12209437
HPABORROWER 2016 1,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2016 1 LLC,1490001,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11951552
HUDSON S F R PROPERTY HOLDING II LL,INVESTOR,HUDSON CAPITAL PROPERTIES,HUDSON SFR PROPERTY HOLDINGS II LLC,2129416,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17262817
IH2 PROPERTY 2 LP TR,INVESTOR,INVITATION HOMES,IH2 PROPERTY TRS 2 LP,1407447,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10645691
IH2 PROPERTY 2 TR,INVESTOR,INVITATION HOMES,IH2 PROPERTY TRS 2 LP,1407447,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10645691
IH3 PROPERTIES NC,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 PROPERTIES NORTH CAROLINA LP,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 PROPERTY BORROWER,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 PROPERTY NC LP,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 PROPERTY NORTH CAROLIN LP,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 PROPERTY NORTH CAROLONA,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 PROPERTY NORTH CAROLONA LP,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 PROPERTY NOTH CAROLINA,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 PROPERTY NOTH CAROLINA LP,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 PROPERTY OF NORTH CAROLINA LP,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH5 PROEPRTY NORTH CAROLINA LP,INVESTOR,INVITATION HOMES,IH5 PROPERTY NORTH CAROLINA LP,1408107,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10649786
IH5 PROPERTY BORROWER,INVESTOR,INVITATION HOMES,IH5 PROPERTY NORTH CAROLINA LP,1408107,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10649786
IH5 PROPERTY NC LP,INVESTOR,INVITATION HOMES,IH5 PROPERTY NORTH CAROLINA LP,1408107,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10649786
IH5 PROPERTY NORTH CAROLINA,INVESTOR,INVITATION HOMES,IH5 PROPERTY NORTH CAROLINA LP,1408107,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10649786
IH5 PROPERTY NORTH CAROLINA LP PARTY,INVESTOR,INVITATION HOMES,IH5 PROPERTY NORTH CAROLINA LP,1408107,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10649786
IH6 PROPERTY,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY BORROWER,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY LIMITED PARTNERSHIP,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NC,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NC L,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NC L P,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NORHT CAROLINA,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NORHT CAROLINA LP,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NORTH CAROLINA L P L,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NORTH CAROLINAA LP,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NORTH CAROLINE,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NORTHA CAROLINA LP,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
III6 PROPERTY NORTH CAROLINA LP,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
MCH SFR NC OWNER 1 LP,INVESTOR,MY COMMUNITY HOMES,MCH SFR NC OWNER 1 LLC,2204929,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17688737
MCH SFR NC OWNER 1 LP LIMITED PARTN,INVESTOR,MY COMMUNITY HOMES,MCH SFR NC OWNER 1 LLC,2204929,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17688737
MCH SFR NC OWNER 1 L P,INVESTOR,MY COMMUNITY HOMES,MCH SFR NC OWNER 1 LLC,2204929,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17688737
MCH SFR NC OWNER I LP,INVESTOR,MY COMMUNITY HOMES,MCH SFR NC OWNER 1 LLC,2204929,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17688737
MILE HIGH BORROWER 1 INCOME,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 INCOME LLC,2167866,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534741
MILE HIGH BORROWER 1 LLC,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 CORE LLC,2167864,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534729
MILE HIGH BORROWER 1 VALUE,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,2167869,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534797
MILE HIGH BORROWER 1CORE,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 CORE LLC,2167864,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534729
MILE HIGH BORROWER 1INCOME,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 INCOME LLC,2167866,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534741
MILE HIGH BORROWER 1VALUE,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,2167869,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534797
MILE HIGH BORROWER I CORE LLC,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 CORE LLC,2167864,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534729
MILE HIGH BORROWER I INCOME,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 INCOME LLC,2167866,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534741
MILE HIGH BORROWER I (INCOME) LLC,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 INCOME LLC,2167866,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534741
MILE HIGH BORROWER I VALUE,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,2167869,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534797
MILE HIGH BORROWER I VALUE LLC,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,2167869,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534797
MILE HIGH BORROWER1 INCOME,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 INCOME LLC,2167866,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534741
MILE HIGH BORROWER1 VALUE,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,2167869,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534797
MILE HIGH BORROWER1 VALUE LLC,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,2167869,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534797
MSB TRUST HOLDINGS LLC,INVESTOR,PROGRESS RESIDENTIAL,NA,NA,NA
MUPR 3 ASSETS,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),MUPR 3 ASSETS LLC,1461482,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11713543
MUPR3 ASSETS LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),MUPR 3 ASSETS LLC,1461482,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11713543
NEW RESIDENTIAL BORROWER 2022 SFR1 LLC,INVESTOR,NEW RESIDENTIAL INVESTMENT,NEW RESIDENTIAL BORROWER 2022 SFR1 LLC,2310089,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18314881
NORTH CAROLINA LP IH5 PROPERTY,INVESTOR,INVITATION HOMES,IH5 PROPERTY NORTH CAROLINA LP,1408107,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10649786
"THR NORTH CAROLINA II, L.P.",INVESTOR,INVITATION HOMES,THR NORTH CAROLINA II LP,1295742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10149513
2014-2 IH BORROWER L.P.,INVESTOR,INVITATION HOMES,2014 2 IH BORROWER LP,1390729,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10579626
"SWH 2017-1 BORROWER, LP",INVESTOR,INVITATION HOMES,SWH 2017 1 BORROWER LP,1610109,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12928281
2015-2 IH2 BORROWER L.P.,INVESTOR,INVITATION HOMES,2015 2 IH2 BORROWER LP,1432327,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10750177
"IH6 PROPERTY NORTH CAROLINA, L.P.",INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
2017-1 IH BORROWER L.P.,INVESTOR,INVITATION HOMES,2017 1 IH BORROWER LP,1353047,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10412085
"IH5 PROPERTY NORTH CAROLINA, L.P.",INVESTOR,INVITATION HOMES,IH5 PROPERTY NORTH CAROLINA LP,1408107,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10649786
2017-2 IH BORROWER L.P.,INVESTOR,INVITATION HOMES,2017 2 IH BORROWER LP,1625827,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13062532
IH4 PROPERTY NORTH CAROLINA L.P.,INVESTOR,INVITATION HOMES,IH4 PROPERTY NORTH CAROLINA LP,1359253,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10440668
2018-3 IH BORROWER L.P.,INVESTOR,INVITATION HOMES,2018 3 IH BORROWER LP,1710930,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14315414
"IH2 PROPERTY NORTH CAROLINA, L.P.",INVESTOR,INVITATION HOMES,IH2 PROPERTY NORTH CAROLINA LP,1305184,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10189259
"CSH 2016-2 BORROWER, LLC",INVESTOR,INVITATION HOMES,CSH 2016 2 BORROWER LLC,1549071,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12430719
IH2 PROPERTY TRS 2 L.P.,INVESTOR,INVITATION HOMES,IH2 PROPERTY TRS 2 LP,1407447,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10645691
IH3 PROPERTY NORTH CAROLINA LP,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
"IH3 PROPERTY NORTH CAROLINA, LP",INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
"FREO PROGRESS, LLC",INVESTOR,PROGRESS RESIDENTIAL,FREO PROGRESS LLC,1729961,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14453973
PROGRESS RALEIGH LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RALEIGH LLC,1856144,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15296406
PROGRESS RESIDENTIAL BORROWER 3 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 3 LLC,1656916,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13898770
PROGRESS RESIDENTIAL BORROWER 4 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 4 LLC,1725069,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14423635
P ROGRESS RESIDENTIAL 2015-3 BORR,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,1473047,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11816579
"PROGRESS RESIDENTIAL BORROWER 1, LL",INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 1 LLC,1605120,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12920070
PROGRESS RESIDENTIAL BORROWER 5 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,1401961,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10625720
PROGRESS RESIDENTIAL BORROWER 11 LL,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 11 LLC,1887241,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15478580
PROGRESS RESIDENTIAL BORROWER 2 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 2 LLC,1634257,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13707107
PROGRESS RESIDENTIAL BORROWER 7 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 7 LLC,1421816,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10704200
PROGRESS RESIDENTIAL BORROWER 14 LL,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 14 LLC,1979102,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16073663
PROGRESS RESIDENTIAL BORROWER 6 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 6 LLC,1796916,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14862869
PROGRESS RESIDENTIAL BORROWER 10 LL,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 10 LLC,1873166,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15400649
PROGRESS RESIDENTIAL BORROWER 8 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 8 LLC,1824095,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15054246
PROGRESS RESIDENTIAL BORROWER 16 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,2174908,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17609256
P4 SFR PROPERTY OWNER 1 LLC,INVESTOR,PROGRESS RESIDENTIAL,P4 SFR PROPERTY OWNER 1 LLC,1948996,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15818327
PMC SFR BORROWER LLC,INVESTOR,PROGRESS RESIDENTIAL,TRUE NORTH PROPERTY OWNER A LLC,1837995,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15158587
MILE HIGH BORROWER 1 (CORE) LLC,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 CORE LLC,2167864,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534729
MILE HIGH BORROWER 1 (INCOME) LLC,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 INCOME LLC,2167866,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534741
MILE HIGH BORROWER 1 (VALUE) LLC,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,2167869,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534797
OLYMPUS BORROWER  LLC,INVESTOR,PROGRESS RESIDENTIAL,OLYMPUS BORROWER LLC,2191839,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17702856
OLYMPUS BORROWER LLC,INVESTOR,PROGRESS RESIDENTIAL,OLYMPUS BORROWER LLC,2191839,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17702856
"OLYMPUS BORROWER, LLC",INVESTOR,PROGRESS RESIDENTIAL,OLYMPUS BORROWER LLC,2191839,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17702856
PMC SFR BORROWER 2 LLC,INVESTOR,PROGRESS RESIDENTIAL,PMC SFR BORROWER 2 LLC,1979223,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16074972
PROGRESS RALEIGH  LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RALEIGH LLC,1856144,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15296406
"PROGRESS RALEIGH,LLC",INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RALEIGH LLC,1856144,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15296406
PROGESS RESIDENTIAL BORROWER 1 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 1 LLC,1605120,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12920070
PROGRESS RESIDENTIAL BORROWER 12 LL,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,1473047,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11816579
PROGRESS RESIDENTIAL BORROWER 15 LL,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 15 LLC,2059157,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16509235
PROGRESS RESIDENTIAL BORROWER 16 LL,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,2174908,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17609256
"PROGRESS RESIDENTIAL BORROWER 7, LL",INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 7 LLC,1421816,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10704200
PROGESS RESIDENTIAL BORROWER 16,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,2174908,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17609256
PROGRESS RESIDENTIAL HOMES LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL HOMES LLC,2116569,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17174332
PROGESS RESIDENTIAL BORROWERS 16,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,2174908,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17609256
SFR INVESTMENTS V BORROWER 1 LLC,INVESTOR,PROGRESS RESIDENTIAL,SFR INVESTMENTS V BORROWER 1 LLC,2249559,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18005976
PROPERTY OWNER 10 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROPERTY OWNER 10 LLC,1809483,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14929124
