owner,investor_label_lvl1,investor_label_lvl2,sos_name,sos_id,registry_url
BSFR 1 OWNER I LP,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),BSFR I OWNER I LP,2075985,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16660704
BSFR 1 OWNER 1 LP,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),BSFR I OWNER I LP,2075985,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16660704
CORNEX ML SMA 201901 OPERATING CO LLC,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),CONREX ML SMA 2019 01 OPERATING COMPANY LLC,1898255,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15537366
BSFR I OWNER 1 LP,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),BSFR I OWNER I LP,2075985,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=16660704
BNTR SFR OWNER LLC,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),BNTR SFR OWNER LLC,2300861,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18262022
CONREX ML SMA 201917 OPERATING CO LLC,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),CONREX ML PORTFOLIO 2019 01 OPERATING COMPANY LLC,1906152,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15574926
CONREX RESIDENTIAL SMA I 201801 OPERATING CO LLC,INVESTOR,BROOKFIELD ASSET MANAGEMENT (CONREX),CONREX RESIDENTIAL SMA I 2018 01 OPERATING COMPANY LLC,1789725,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14830118
HPA BORROWER 20162 ML LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2016 2 LLC,1534558,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12329591
HPA BORROWER 20181 MS LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2018 1 MS LLC,1656186,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13894418
HPA BORROWER 20192 LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2019 2 LLC,1877015,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15424026
HPA BORROWER 2020 2ML LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2020 2 ML LLC,1966474,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15942988
HPA BORROWER 20202 ML LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2020 2 ML LLC,1966474,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15942988
HPA II BORROW 2020 1 GA LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA II BORROWER 2020 1 GA LLC,1924391,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15677824
HPA II BORROWER 20191 LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA II BORROWER 2019 1 LLC,1865443,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15355922
HPA II BORROWER 20201 GA LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA II BORROWER 2020 1 GA LLC,1924391,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15677824
HPA II BORROWER 20201 LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA II BORROWER 2019 1 LLC,1865443,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15355922
HPA II BORROWER 20201 ML LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA II BORROWER 2020 1 ML LLC,1947270,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15808281
HPA II BORROWER 20211 LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA II BORROWER 2021 1 LLC,2169641,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17558968
HPA JV BORROWER 20191 ATH LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA JV BORROWER 2019 1 ATH LLC,1831857,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15140164
HPA JV BORROWER 20191 ML LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA JV BORROWER 2019 1 ML LLC,1788111,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14819667
HPA USI LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA US1 LLC,1767168,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14691297
SRF ACQUISITIONS 1 LLC,INVESTOR,HOME PARTNERS OF AMERICA,SFR ACQUISITIONS 1 LLC,2264558,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18069568
HP NC I LLC,INVESTOR,HOME PARTNERS OF AMERICA,HP NORTH CAROLINA I LLC,1415940,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10680019
IPA BORROWER 2016 1 LLC,INVESTOR,HOME PARTNERS OF AMERICA,HPA BORROWER 2016 1 LLC,1490001,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11951552
ALVARNC LLC,INVESTOR,AALTO INVEST UK,ALVAR NC LLC,1450070,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10830588
MHL NC LLC,INVESTOR,AALTO INVEST UK,MHL NORTH CAROLINA LLC,1618847,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13014688
TAMINA HOLDING LLC,INVESTOR,AALTO INVEST UK,TAMINA HOLDING LLC,2186339,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17674937
ALVAR NC DLC,INVESTOR,AALTO INVEST UK,ALVAR NC LLC,1450070,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10830588
ALNO NC LLC,INVESTOR,AALTO INVEST UK,AINO NC LLC,1423132,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10711882
ANIO NC LLC,INVESTOR,AALTO INVEST UK,AINO NC LLC,1423132,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10711882
ALVAR INC LLC,INVESTOR,AALTO INVEST UK,ALVAR NC LLC,1450070,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10830588
WGH NC INC,INVESTOR,AALTO INVEST UK,WGH NORTH CAROLINA LLC,1340684,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10355385
MCII SFR NC OWNER 1 LP,INVESTOR,MY COMMUNITY HOMES,MCH SFR NC OWNER 1 LLC,2204929,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17688737
MCHSFR NC OWNER 2 LP,INVESTOR,MY COMMUNITY HOMES,MCH SFR NC OWNER 2 LP,2302226,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18270331
HOME SFR BORROWER IV,INVESTOR,FRONT YARD RESIDENTIAL / PROGRESS RESIDENTIAL,HOME SFR BORROWER IV LLC,1635736,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13722474
RESI REO SUB LLB,INVESTOR,FRONT YARD RESIDENTIAL / PROGRESS RESIDENTIAL,RESI REO SUB LLC,1874588,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15407993
RS RENTALI LLC,INVESTOR,RS RENTAL,NA,NA,NA
RS RENTAL III A LLC,INVESTOR,RS RENTAL,NA,NA,NA
RS RENTAL III LLC,INVESTOR,RS RENTAL,NA,NA,NA
RS RENTALS LLC,INVESTOR,RS RENTAL,NA,NA,NA
FKH SFR PROPCO BHLD LP,INVESTOR,FIRSTKEY,FKH SFR PROPCO B HLD LP,1626011,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13064372
RM1 SFR PROCO A LP,INVESTOR,FIRSTKEY,RM1 SFR PROPCO A LP,2191733,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17700570
RM1 SFR PROPCP A LP,INVESTOR,FIRSTKEY,RM1 SFR PROPCO A LP,2191733,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17700570
RM1 SFRE PROPOCO A LP,INVESTOR,FIRSTKEY,RM1 SFR PROPCO A LP,2191733,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17700570
RM1 SFT PROPCO B LP,INVESTOR,FIRSTKEY,RM1 SFR PROPCO B LP,2327075,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18399871
FKII SFR PROPCO G LP,INVESTOR,FIRSTKEY,FKH SFR PROPCO G LP,2238633,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17851181
CSMA SFR HOLDINGS IILSE LLC,INVESTOR,FIRSTKEY,CSMA SFR HOLDINGS II LSE LLC,1774817,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14737895
ALTO ASSET CO 1 LLC FKA,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),ALTO ASSET COMPANY 1 LLC,1897521,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15533105
ALTO ASSET CO 4 LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),ALTO ASSET COMPANY 4 LLC,1820331,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15019273
ALTO ASSET COMPNAY 1 LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),ALTO ASSET COMPANY 1 LLC,1897521,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15533105
ARVE 5 LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),ARVM 5 LLC,1603888,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12901951
ARVM5 LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),ARVM 5 LLC,1603888,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12901951
ARVN 5 LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),ARVM 5 LLC,1603888,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12901951
AVM 5 LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),ARVM 5 LLC,1603888,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12901951
AVRM 5 LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),ARVM 5 LLC,1603888,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12901951
BAF2 LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),BAF 2 LLC,2188316,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17654333
CPI AMERST SFR PROGRAM II OWNER LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),CPI AMHERST SFR PROGRAM II OWNER LLC,2182713,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17658146
CPI AMHERST SFR PROGRAM II,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),CPI AMHERST SFR PROGRAM II OWNER LLC,2182713,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17658146
CPI AMHERST SFR PROGRAM II OWNER,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),CPI AMHERST SFR PROGRAM II OWNER LLC,2182713,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17658146
CPI AMHERST SFR PROGRAMM II OWNER LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),CPI AMHERST SFR PROGRAM II OWNER LLC,2182713,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17658146
JEFF I LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),JEFF 1 LLC,1403128,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10612014
RH PARNTERS OWNERCO LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),RH PARTNERS OWNERCO LLC,1729445,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14450585
RH PARTNERS OWNERSCO LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),RH PARTNERS OWNERCO LLC,1729445,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14450585
SAFARI TWO ASSET CO INC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),SAFARI TWO ASSET COMPANY LLC,1808328,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14933363
SARARI ONE ASSET CO LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),SAFARI ONE ASSET COMPANY LLC,1591402,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12817037
SRAM PACK I C LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),SRAM PACK I C LLC,2337182,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18466903
VM PRONTOLLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),VM PRONTO LLC,2260961,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18065951
VM RONTO LLC,INVESTOR,AMHERST RESIDENTIAL (MAIN STREET RENEWAL),VM PRONTO LLC,2260961,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18065951
IH4 PROPERTY NORTH CAROLINA LLC,INVESTOR,INVITATION HOMES,IH4 PROPERTY NORTH CAROLINA LP,1359253,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10440668
IH4 PROPERTY NC LP,INVESTOR,INVITATION HOMES,IH4 PROPERTY NORTH CAROLINA LP,1359253,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10440668
THR NC II LP,INVESTOR,INVITATION HOMES,THR NORTH CAROLINA II LP,1295742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10149513
1116 PROPERTY NORTH CAROLINA LP,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
2015 2 IH2 BORROWE LP,INVESTOR,INVITATION HOMES,2015 2 IH2 BORROWER LP,1432327,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10750177
2017 1 1H BORROWER LP,INVESTOR,INVITATION HOMES,2017 1 IH BORROWER LP,1353047,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10412085
20182 IH BORROWER LP,INVESTOR,INVITATION HOMES,2018 2 IH BORROWER LP,1691262,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14126656
IH2 PROPERTY NC LP,INVESTOR,INVITATION HOMES,IH2 PROPERTY NORTH CAROLINA LP,1305184,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10189259
IH2 PROPERTY NORTH CAROLINA LP C O INVITATION HOMES TAX DEPT,INVESTOR,INVITATION HOMES,IH2 PROPERTY NORTH CAROLINA LP,1305184,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10189259
IH4 PROPERTY NC LP C O INVITATION HOMES TAX DEPT,INVESTOR,INVITATION HOMES,IH4 PROPERTY NORTH CAROLINA LP,1359253,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10440668
IH6 NORTH CAROLINA LP,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NORTH CAROLINA,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NORTH CAROLINA LP PTNRP,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY NORTH CAROLINE LP,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
IH6 PROPERTY OF NORTH CAROLINA LP,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
SWH 20171 BORROWER LP,INVESTOR,INVITATION HOMES,SWH 2017 1 BORROWER LP,1610109,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12928281
20183 IH BORROWER LP,INVESTOR,INVITATION HOMES,2018 3 IH BORROWER LP,1710930,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14315414
2015 2 IH2 BRORROWER LP,INVESTOR,INVITATION HOMES,2015 2 IH2 BORROWER LP,1432327,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10750177
2017 1 IH BORROWER LP PTNRP,INVESTOR,INVITATION HOMES,2017 1 IH BORROWER LP,1353047,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10412085
2018 2 1H BORROWER LP,INVESTOR,INVITATION HOMES,2018 2 IH BORROWER LP,1691262,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14126656
2018 4 IH BORROWER LP PTNRP,INVESTOR,INVITATION HOMES,2018 4 IH BORROWER LP,1751836,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14594055
IH3 PROPERTY NC P,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH3 PROPERTY NORHT CAROLINA LP,INVESTOR,INVITATION HOMES,IH3 PROPERTY NORTH CAROLINA LP,1335742,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10331812
IH4 PROPERTY DELAWARE LP,INVESTOR,INVITATION HOMES,IH4 PROPERTY NORTH CAROLINA LP,1359253,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10440668
IH5 NORTH CAROLINA PROPERTY LP,INVESTOR,INVITATION HOMES,IH5 PROPERTY NORTH CAROLINA LP,1408107,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10649786
IH6 PROPERTY NORTH CARLINA LP,INVESTOR,INVITATION HOMES,IH6 PROPERTY NORTH CAROLINA LP,1465710,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11764602
SRPS LP PTNRP,INVESTOR,INVITATION HOMES,SRPS NC LP,1589893,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12803169
2018 2 IH BORROWERS LP,INVESTOR,INVITATION HOMES,2018 2 IH BORROWER LP,1691262,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14126656
2019 1 IH BORROWER LP PTNRP,INVESTOR,INVITATION HOMES,2019 1 IH BORROWER LP,1845452,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15228277
IH4 PROPERTY OF NC LP,INVESTOR,INVITATION HOMES,IH4 PROPERTY NORTH CAROLINA LP,1359253,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10440668
CHSP ONE LP,INVESTOR,INVITATION HOMES,CSHP ONE LP,1589222,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12798258
CSHP ONE LP PTNRP,INVESTOR,INVITATION HOMES,CSHP ONE LP,1589222,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12798258
SRPA LP,INVESTOR,INVITATION HOMES,SRPS NC LP,1589893,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12803169
SWH 2017 1 BORROWER,INVESTOR,INVITATION HOMES,SWH 2017 1 BORROWER LP,1610109,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12928281
PROGRESS RES BORROWER 3 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 3 LLC,1656916,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13898770
PROGRESS RESIDENTIAL 2016 1,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,1401961,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10625720
PROGRESS RESIDENTIAL BORROWER 12,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,1473047,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=11816579
PROGRESS RESIDENTIAL BORROWER 16,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,2174908,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17609256
PROGRESS RESIDENTIAL BORROWER 17,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 17 LLC,2234023,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17919582
PROGRESS RESIDENTIAL BORROWER 18 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 18 LLC,2285515,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18187219
PROGRESS RESIDENTIAL BORROWER 3,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 3 LLC,1656916,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13898770
PROGRESS RESIDENTIAL BORROWER 9,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 9 LLC,1445110,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10804607
PROGRESS RESIDENTIAL BORROWERS 6 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 6 LLC,1796916,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14862869
PROGRESS RESIDENTIAL HIGH VALUE HOMES BORROWER LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,2249703,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18006187
PROGRESS RES 2015 2 BORROWER,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,1401961,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10625720
YASAMA CO LTD,INVESTOR,YAMASA (PROGRESS RESIDENTIAL),YAMASA CO LIMITED,1747411,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14535490
MILE HIGH BORRWER 1 VALUE LLC,INVESTOR,PROGRESS RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,2167869,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17534797
OLYMPUS BORROWER 1 LLC,INVESTOR,PROGRESS RESIDENTIAL,OLYMPUS BORROWER 1 LLC,2307716,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18301687
P5 2021 2 BORROWER LLC,INVESTOR,PROGRESS RESIDENTIAL,P5 2021 2 BORROWER LLC,2307912,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18303803
PROGESS RESIDENTIAL BORROWER 16 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,2174908,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17609256
RESIDENTAIL HOMES BUYER CHARLOTTE LLC,INVESTOR,PROGRESS RESIDENTIAL,RESIDENTIAL HOME BUYER CHARLOTTE LLC,2237833,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17942582
TRUE NORTH BORROWER NC LLC,INVESTOR,PROGRESS RESIDENTIAL,TRUE NORTH BORROWER NORTH CAROLINA LLC,2117445,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17196742
YAMASO CO LTD,INVESTOR,YAMASA (PROGRESS RESIDENTIAL),YAMASA CO LIMITED,1747411,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14535490
PROGESS RESIDENTIAL BORROWER 17 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 17 LLC,2234023,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17919582
PROGESS RESIDENTIAL BORROWERS 16 LLC,INVESTOR,PROGRESS RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,2174908,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17609256
"RESIDENTAL HOME BUYER RALEIGH, LLC",INVESTOR,PROGRESS RESIDENTIAL,RESIDENTIAL HOME BUYER RALEIGH LLC,2237835,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=17942599
AMH RIVERCROSS DEVELOPMENT TRS,INVESTOR,AMERICAN HOMES 4 RENT,AMH RIVERCROSS DEVELOPMENT TRS,1656499,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13895921
AMERICAN HOMES INVESTMENTS ACQUISITION LLC,INVESTOR,AMERICAN HOMES 4 RENT,AMERICAN HOMES INVESTMENTS ACQUISITION LLC,2364785,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=18627662
AMERICAN HOMES INVESTMENTS TWO NC LP,INVESTOR,AMERICAN HOMES 4 RENT,AMERICAN HOMES INVESTMENTS TWO NC LP,1869584,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=15379268
AMERICAN HOME 4 RENT PROPERTIES FOUR LLC,INVESTOR,AMERICAN HOMES 4 RENT,AMERICAN HOMES 4 RENT PROPERTIES FOUR LLC,1300176,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=10166287
AMH PROPERTIES NC LP,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC PROPERTIES LP,1551274,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12447597
AM H NC PROPERTIES LP,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC PROPERTIES LP,1551274,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12447597
AMH NC PROPERTIES LP A,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC PROPERTIES LP,1551274,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12447597
AMH NC PROPERTIES,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC PROPERTIES LP,1551274,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12447597
AMH NC DEV LP,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC DEVELOPMENT LP,1663814,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=13946277
AMH NC DEVELOPMENT TRS LP,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC DEVELOPMENT TRS LP LLC,1738931,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14519545
A M H NC PROPERTIES LP,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC PROPERTIES LP,1551274,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12447597
AH4R NC PROPERTIES TWO LP,INVESTOR,AMERICAN HOMES 4 RENT,AH4R PROPERTIES TWO LLC,1741668,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14534007
AMH NC PROP LP,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC PROPERTIES LP,1551274,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=12447597
AMH NC PROPERTIES TWO,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC PROPERTIES TWO LP,1742988,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14534009
AMH NC PROPERTIES TWO LLC,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC PROPERTIES TWO LP,1742988,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14534009
AMH NC PROPERTIES TWTO LP,INVESTOR,AMERICAN HOMES 4 RENT,AMH NC PROPERTIES TWO LP,1742988,https://www.sosnc.gov/online_services/Search/Business_Registration_profile?Id=14534009
